x,y
2.7569074588905624,5.960925665659169
2.086477359360962,6.256684071095514
1.384355149464038,6.47695166291103
0.659050892546978,6.618338274080257
-0.08056355419917179,6.678414149117151
-0.8253630439776252,6.655748432894816
-1.5660817225640464,6.549935388706581
-2.293428299448513,6.361607915738331
-2.998202573955975,6.092438093474342
-3.6714117551871435,5.74512464258579
-4.304385105770461,5.323367356528695
-4.8888854491318785,4.831828723334803
-5.417216108292624,4.2760831208193375
-5.882321890873716,3.662554128563177
-6.2778827995652025,2.9984406544933626
-6.598399229121131,2.2916327206815903
-6.839267509057785,1.5506178901852938
-6.996844764537967,0.7843794425575247
-7.068502195092231,0.0022875183705146885
-7.052666010347907,-0.7860154487946076
-6.948845412128227,-1.5707336122917626
-6.757647171320788,-2.3420394386599694
-6.480776513843882,-3.0901967675942146
-6.121024200807359,-3.8056836648878414
-5.682239861441647,-4.479313518722729
-5.169291811375012,-5.102352840347931
-4.588013761173631,-5.666634260397015
-3.945138988526334,-6.164663261605085
-3.2482227098927434,-6.589717257010576
-2.5055535417414094,-6.935935709130144
-1.726055085669457,-7.1984000891135205
-0.9191788038211227,-7.373202594327513
-0.09478946935099643,-7.457502676784697
0.7369554203851676,-7.449570581728598
1.5657307940963112,-7.34881725374444
2.381172178338456,-7.15581013505978
3.173005299747144,-6.872274555180369
3.9311754972785464,-6.501080590514713
4.645975314899924,-6.046215454940386
5.308168656567173,-5.51274166506903
5.909109917233659,-4.906741404966592
6.440856555788107,-4.23524769197957
6.89627364769876,-3.506163115841658
7.269129045970696,-2.7281670851902815
7.554177887785621,-1.9106126669004921
7.7472353096311855,-1.0634142422662434
7.845236374371985,-0.19692732818075032
7.846282367886768,0.6781779805680774
7.749672788742525,1.5510484014459536
7.555922529876079,2.410782068886238
7.266763934256842,3.246564684180186
6.885133594747155,4.047805510344768
6.41514395951861,4.804271502188267
5.862039996026537,5.50621787370845
5.23214135627806,6.144513438348272
4.532770671539302,6.710759112230828
3.772168783350422,7.197398045737951
2.9593978874504834,7.597815943876972
2.104233725758757,7.906430249723343
1.2170481068435735,8.118766996518278
0.308683165408885,8.231524281198832
-0.6096811154829141,8.242621473483103
-1.5266645010128161,8.151233448187998
-2.430827526626739,7.957809312103248
